title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan," 4.47 avg rating — 620,159 ratings",/book/show/12127750-the-mark-of-athena,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201354i/12127750._SY75_.jpg
Leaves of Grass,Walt Whitman," 4.12 avg rating — 109,869 ratings",/book/show/27494.Leaves_of_Grass,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418012204i/27494._SX50_.jpg
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare," 4.22 avg rating — 540,027 ratings",/book/show/8755776-city-of-lost-souls,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477703i/8755776._SY75_.jpg
"Me Before You (Me Before You, #1)",Jojo Moyes," 4.26 avg rating — 1,670,174 ratings",/book/show/17347634-me-before-you,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665087720i/17347634._SY75_.jpg
"The Final Empire (Mistborn, #1)",Brandon Sanderson," 4.48 avg rating — 737,507 ratings",/book/show/68428.The_Final_Empire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316i/68428._SY75_.jpg
"Graceling (Graceling Realm, #1)",Kristin Cashore," 4.07 avg rating — 466,911 ratings",/book/show/3236307-graceling,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331548394i/3236307._SY75_.jpg
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas," 4.19 avg rating — 2,937,693 ratings",/book/show/16096824-a-court-of-thorns-and-roses,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962i/16096824._SY75_.jpg
East of Eden,John Steinbeck," 4.42 avg rating — 554,284 ratings",/book/show/4406.East_of_Eden,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639969375i/4406._SY75_.jpg
"Are You There God? It’s Me, Margaret",Judy Blume," 3.94 avg rating — 244,016 ratings",/book/show/37732.Are_You_There_God_It_s_Me_Margaret,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388356524i/37732._SY75_.jpg
The Cider House Rules,John Irving," 4.16 avg rating — 187,561 ratings",/book/show/4687.The_Cider_House_Rules,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519i/4687._SY75_.jpg
’Salem’s Lot,Stephen         King," 4.10 avg rating — 587,047 ratings",/book/show/11590._Salem_s_Lot,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327891565i/11590._SY75_.jpg
The Martian,Andy Weir," 4.42 avg rating — 1,153,565 ratings",/book/show/18007564-the-martian,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564._SY75_.jpg
Fangirl,Rainbow Rowell," 3.95 avg rating — 754,980 ratings",/book/show/16068905-fangirl,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270i/16068905._SX50_.jpg
Walden,Henry David Thoreau," 3.78 avg rating — 192,314 ratings",/book/show/16902.Walden,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630470982i/16902._SY75_.jpg
Mrs. Dalloway,Virginia Woolf," 3.79 avg rating — 315,548 ratings",/book/show/14942.Mrs_Dalloway,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg
Hamlet,William Shakespeare," 4.02 avg rating — 974,004 ratings",/book/show/1420.Hamlet,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg
Sophie’s World,Jostein Gaarder," 3.96 avg rating — 264,030 ratings",/book/show/10959.Sophie_s_World,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343459906i/10959._SY75_.jpg
"Legend (Legend, #1)",Marie Lu," 4.15 avg rating — 537,954 ratings",/book/show/9275658-legend,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg," 4.28 avg rating — 311,366 ratings",/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle," 4.13 avg rating — 354,046 ratings",/book/show/8921.The_Hound_of_the_Baskervilles,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921._SX50_.jpg
"The Cruel Prince (The Folk of the Air, #1)",Holly Black," 4.03 avg rating — 1,340,703 ratings",/book/show/26032825-the-cruel-prince,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg
All the Light We Cannot See,Anthony Doerr," 4.31 avg rating — 1,736,636 ratings",/book/show/18143977-all-the-light-we-cannot-see,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977._SY75_.jpg
The Awakening,Kate Chopin," 3.68 avg rating — 212,483 ratings",/book/show/58345.The_Awakening,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg
The Complete Maus,Art Spiegelman," 4.57 avg rating — 227,108 ratings",/book/show/15195.The_Complete_Maus,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180i/15195._SX50_.jpg
The Graveyard Book,Neil Gaiman," 4.16 avg rating — 547,381 ratings",/book/show/2213661.The_Graveyard_Book,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531295292i/2213661._SY75_.jpg
Do Androids Dream of Electric Sheep?,Philip K. Dick," 4.09 avg rating — 463,734 ratings",/book/show/36402034-do-androids-dream-of-electric-sheep,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507838927i/36402034._SY75_.jpg
Middlemarch,George Eliot," 4.02 avg rating — 166,242 ratings",/book/show/19089.Middlemarch,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771i/19089._SY75_.jpg
Sophie’s Choice,William Styron," 4.17 avg rating — 91,915 ratings",/book/show/228560.Sophie_s_Choice,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356714742i/228560._SY75_.jpg
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James," 3.83 avg rating — 926,412 ratings",/book/show/11857408-fifty-shades-darker,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631260114i/11857408._SY75_.jpg
Stardust,Neil Gaiman," 4.10 avg rating — 464,737 ratings",/book/show/16793.Stardust,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459127484i/16793._SY75_.jpg
The Monster at the End of this Book,Jon Stone," 4.46 avg rating — 125,576 ratings",/book/show/44186.The_Monster_at_the_End_of_this_Book,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388193494i/44186._SX50_.jpg
The Prince of Tides,Pat Conroy," 4.25 avg rating — 210,547 ratings",/book/show/16735.The_Prince_of_Tides,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735._SY75_.jpg
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe," 3.73 avg rating — 380,565 ratings",/book/show/37781.Things_Fall_Apart,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708114013i/37781._SY75_.jpg
Black Beauty,Anna Sewell," 3.99 avg rating — 283,005 ratings",/book/show/3685.Black_Beauty,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578265482i/3685._SY75_.jpg
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris," 3.97 avg rating — 545,548 ratings",/book/show/301082.Dead_Until_Dark,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468560853i/301082._SY75_.jpg
Eleanor & Park,Rainbow Rowell," 3.94 avg rating — 1,192,275 ratings",/book/show/15745753-eleanor-park,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742i/15745753._SX50_.jpg
"A Time to Kill (Jake Brigance, #1)",John Grisham," 4.11 avg rating — 807,104 ratings",/book/show/32542.A_Time_to_Kill,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542._SY75_.jpg
Number the Stars,Lois Lowry," 4.19 avg rating — 579,514 ratings",/book/show/47281.Number_the_Stars,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg
"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding," 3.80 avg rating — 991,856 ratings",/book/show/227443.Bridget_Jones_s_Diary,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659879886i/227443._SY75_.jpg
V for Vendetta,Alan             Moore," 4.26 avg rating — 311,936 ratings",/book/show/5805.V_for_Vendetta,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343668985i/5805._SY75_.jpg
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis," 4.05 avg rating — 554,501 ratings",/book/show/65605.The_Magician_s_Nephew,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814770i/65605._SY75_.jpg
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz," 4.31 avg rating — 622,906 ratings",/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg
The Art of Racing in the Rain,Garth Stein," 4.23 avg rating — 528,131 ratings",/book/show/3153910-the-art-of-racing-in-the-rain,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg
Franny and Zooey,J.D. Salinger," 3.96 avg rating — 226,207 ratings",/book/show/5113.Franny_and_Zooey,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355037988i/5113._SY75_.jpg
The Witches,Roald Dahl," 4.18 avg rating — 403,174 ratings",/book/show/6327.The_Witches,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351707720i/6327._SY75_.jpg
American Psycho,Bret Easton Ellis," 3.81 avg rating — 323,821 ratings",/book/show/28676.American_Psycho,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676._SY75_.jpg
Beowulf,Unknown," 3.49 avg rating — 320,726 ratings",/book/show/52357.Beowulf,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878125i/52357._SY75_.jpg
"The Gunslinger (The Dark Tower, #1)",Stephen         King," 3.92 avg rating — 621,946 ratings",/book/show/43615.The_Gunslinger,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220416i/43615._SY75_.jpg
A Short History of Nearly Everything,Bill Bryson," 4.22 avg rating — 393,609 ratings",/book/show/21.A_Short_History_of_Nearly_Everything,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433086293i/21._SY75_.jpg
White Fang,Jack London," 4.02 avg rating — 193,242 ratings",/book/show/43035.White_Fang,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035._SX50_.jpg
"Allegiant (Divergent, #3)",Veronica Roth," 3.60 avg rating — 1,074,417 ratings",/book/show/18710190-allegiant,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg
Love You Forever,Robert Munsch," 4.37 avg rating — 239,654 ratings",/book/show/310259.Love_You_Forever,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348832754i/310259._SX50_.jpg
"If I Stay (If I Stay, #1)",Gayle Forman," 3.92 avg rating — 922,269 ratings",/book/show/4374400-if-i-stay,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630573973i/4374400._SY75_.jpg
"The Power of One (The Power of One, #1)",Bryce Courtenay," 4.35 avg rating — 90,122 ratings",/book/show/122.The_Power_of_One,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184360i/122._SX50_.jpg
War and Peace,Leo Tolstoy," 4.16 avg rating — 335,618 ratings",/book/show/656.War_and_Peace,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413215930i/656._SY75_.jpg
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling," 4.74 avg rating — 291,184 ratings",/book/show/862041.Harry_Potter_Series_Box_Set,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534298934i/862041._SX50_.jpg
The Complete Novels,Jane Austen," 4.57 avg rating — 33,477 ratings",/book/show/14905.The_Complete_Novels,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388178574i/14905._SY75_.jpg
Gulliver’s Travels,Jonathan Swift," 3.58 avg rating — 278,546 ratings",/book/show/7733.Gulliver_s_Travels,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427829692i/7733._SY75_.jpg
"The Eye of the World (The Wheel of Time, #1)",Robert Jordan," 4.19 avg rating — 542,755 ratings",/book/show/228665.The_Eye_of_the_World,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg
A Portrait of the Artist as a Young Man,James Joyce," 3.64 avg rating — 154,466 ratings",/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646339380i/7588._SY75_.jpg
Tuck Everlasting,Natalie Babbitt," 3.90 avg rating — 278,973 ratings",/book/show/84981.Tuck_Everlasting,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030663i/84981._SY75_.jpg
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James," 3.83 avg rating — 870,782 ratings",/book/show/13536860-fifty-shades-freed,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer," 4.13 avg rating — 440,572 ratings",/book/show/60748.A_Child_Called_It_,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438400434i/60748._SY75_.jpg
"It Ends with Us (It Ends with Us, #1)",Colleen Hoover," 4.15 avg rating — 3,726,539 ratings",/book/show/27362503-it-ends-with-us,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688011813i/27362503._SY75_.jpg
Bel Canto,Ann Patchett," 3.93 avg rating — 290,802 ratings",/book/show/5826.Bel_Canto,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352997328i/5826._SY75_.jpg
11/22/63,Stephen         King," 4.34 avg rating — 559,108 ratings",/book/show/10644930-11-22-63,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg
"Ignite Me (Shatter Me, #3)",Tahereh Mafi," 4.46 avg rating — 520,649 ratings",/book/show/13188676-ignite-me,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375972497i/13188676._SY75_.jpg
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan," 4.57 avg rating — 431,906 ratings",/book/show/12127810-the-house-of-hades,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201430i/12127810._SY75_.jpg
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson," 3.83 avg rating — 598,831 ratings",/book/show/51496.Dr_Jekyll_and_Mr_Hyde,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg
القرآن الكريم,Anonymous," 4.38 avg rating — 68,678 ratings",/book/show/646462._,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275263838i/646462._SY75_.jpg
The Martian Chronicles,Ray Bradbury," 4.15 avg rating — 267,234 ratings",/book/show/76778.The_Martian_Chronicles,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661016554i/76778._SY75_.jpg
Go Ask Alice,Beatrice Sparks," 3.74 avg rating — 279,268 ratings",/book/show/46799.Go_Ask_Alice,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536i/46799._SX50_.jpg
Cold Mountain,Charles Frazier," 3.89 avg rating — 244,527 ratings",/book/show/10920.Cold_Mountain,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg
The Tell-Tale Heart and Other Writings,Edgar Allan Poe," 4.19 avg rating — 241,150 ratings",/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697731059i/391729._SY75_.jpg
As I Lay Dying,William Faulkner," 3.72 avg rating — 172,114 ratings",/book/show/77013.As_I_Lay_Dying,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451810782i/77013._SY75_.jpg
The Grapes of Wrath,John Steinbeck," 4.01 avg rating — 923,768 ratings",/book/show/18114322-the-grapes-of-wrath,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575i/18114322._SY75_.jpg
Inferno,Dante Alighieri," 4.02 avg rating — 186,866 ratings",/book/show/15645.Inferno,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520255019i/15645._SY75_.jpg
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward," 4.16 avg rating — 340,114 ratings",/book/show/42899.Dark_Lover,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429676285i/42899._SY75_.jpg
Cloud Atlas,David Mitchell," 4.01 avg rating — 252,672 ratings",/book/show/49628.Cloud_Atlas,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563042852i/49628._SX50_.jpg
Mansfield Park,Jane Austen," 3.87 avg rating — 1,629,821 ratings",/book/show/45032.Mansfield_Park,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397063295i/45032._SY75_.jpg
The Hunchback of Notre-Dame,Victor Hugo," 4.02 avg rating — 204,351 ratings",/book/show/30597.The_Hunchback_of_Notre_Dame,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388342667i/30597._SY75_.jpg
Tao Te Ching,Lao Tzu," 4.30 avg rating — 161,533 ratings",/book/show/67896.Tao_Te_Ching,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578861i/67896._SY75_.jpg
