title$author$rating$review_count$rating_count$publication_year$genres$book_url$description$isbn
The Hunger Games (The Hunger Games, #1)$Suzanne Collins$4.34 avg rating — 8,902,709 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/2767052-the-hunger-games$N/A$N/A
Harry Potter and the Order of the Phoenix (Harry Potter, #5)$J.K. Rowling$4.50 avg rating — 3,465,432 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix$N/A$N/A
Pride and Prejudice$Jane Austen$4.29 avg rating — 4,353,491 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/1885.Pride_and_Prejudice$N/A$N/A
To Kill a Mockingbird$Harper Lee$4.26 avg rating — 6,291,758 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird$N/A$N/A
The Book Thief$Markus Zusak$4.39 avg rating — 2,628,885 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/19063.The_Book_Thief$N/A$N/A
Twilight (The Twilight Saga, #1)$Stephenie Meyer$3.66 avg rating — 6,726,816 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/41865.Twilight$N/A$N/A
Animal Farm$George Orwell$3.99 avg rating — 4,002,236 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/170448.Animal_Farm$N/A$N/A
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings$J.R.R. Tolkien$4.61 avg rating — 135,815 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set$N/A$N/A
The Chronicles of Narnia (The Chronicles of Narnia, #1-7)$C.S. Lewis$4.28 avg rating — 663,948 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia$N/A$N/A
The Fault in Our Stars$John Green$4.13 avg rating — 5,266,838 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars$N/A$N/A
The Picture of Dorian Gray$Oscar Wilde$4.13 avg rating — 1,595,314 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray$N/A$N/A
The Giving Tree$Shel Silverstein$4.38 avg rating — 1,150,675 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/370493.The_Giving_Tree$N/A$N/A
Wuthering Heights$Emily Brontë$3.89 avg rating — 1,851,020 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/6185.Wuthering_Heights$N/A$N/A
Gone with the Wind$Margaret Mitchell$4.31 avg rating — 1,217,799 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/18405.Gone_with_the_Wind$N/A$N/A
The Perks of Being a Wallflower$Stephen Chbosky$4.23 avg rating — 1,840,410 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower$N/A$N/A
The Lightning Thief (Percy Jackson and the Olympians, #1)$Rick Riordan$4.31 avg rating — 3,114,396 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/28187.The_Lightning_Thief$N/A$N/A
Jane Eyre$Charlotte Brontë$4.15 avg rating — 2,131,011 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/10210.Jane_Eyre$N/A$N/A
The Little Prince$Antoine de Saint-Exupéry$4.33 avg rating — 2,170,311 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/157993.The_Little_Prince$N/A$N/A
The Great Gatsby$F. Scott Fitzgerald$3.93 avg rating — 5,361,670 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/4671.The_Great_Gatsby$N/A$N/A
The Da Vinci Code (Robert Langdon, #2)$Dan       Brown$3.92 avg rating — 2,386,398 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/968.The_Da_Vinci_Code$N/A$N/A
Crime and Punishment$Fyodor Dostoevsky$4.27 avg rating — 934,571 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/7144.Crime_and_Punishment$N/A$N/A
Alice’s Adventures in Wonderland / Through the Looking-Glass$Lewis Carroll$4.06 avg rating — 573,646 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass$N/A$N/A
Divergent (Divergent, #1)$Veronica Roth$4.14 avg rating — 4,066,731 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/13335037-divergent$N/A$N/A
Memoirs of a Geisha$Arthur Golden$4.15 avg rating — 2,025,211 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha$N/A$N/A
Les Misérables$Victor Hugo$4.20 avg rating — 807,367 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/24280.Les_Mis_rables$N/A$N/A
The Alchemist$Paulo Coelho$3.91 avg rating — 3,156,195 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/865.The_Alchemist$N/A$N/A
Lord of the Flies$William Golding$3.69 avg rating — 2,962,754 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/7624.Lord_of_the_Flies$N/A$N/A
Anne of Green Gables (Anne of Green Gables, #1)$L.M. Montgomery$4.31 avg rating — 1,006,610 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables$N/A$N/A
Romeo and Juliet$William Shakespeare$3.74 avg rating — 2,647,629 ratings$N/A$N/A$N/A$$https://www.goodreads.com/book/show/18135.Romeo_and_Juliet$N/A$N/A
